3.62766E+1	0.00000E+0	7.30717E-1
3.63951E+1	0.00000E+0	7.30778E-1
3.65223E+1	0.00000E+0	7.30778E-1
3.66439E+1	0.00000E+0	7.30778E-1
3.67675E+1	0.00000E+0	7.30778E-1
3.68979E+1	0.00000E+0	7.30717E-1
3.70327E+1	0.00000E+0	7.30717E-1
3.71553E+1	0.00000E+0	7.30717E-1
3.72857E+1	0.00000E+0	7.30717E-1
3.74096E+1	0.00000E+0	7.30717E-1
3.75325E+1	0.00000E+0	7.30717E-1
3.76579E+1	0.00000E+0	7.30717E-1
3.77800E+1	0.00000E+0	7.30717E-1
3.79190E+1	0.00000E+0	7.30717E-1
3.80527E+1	0.00000E+0	7.30717E-1
3.81782E+1	0.00000E+0	7.30717E-1
3.82990E+1	0.00000E+0	7.30717E-1
3.84345E+1	0.00000E+0	7.30717E-1
3.85584E+1	0.00000E+0	7.30717E-1
3.86899E+1	0.00000E+0	7.30717E-1
3.88252E+1	0.00000E+0	7.30717E-1
3.89395E+1	0.00000E+0	7.30717E-1
3.90803E+1	0.00000E+0	7.30717E-1
3.91974E+1	0.00000E+0	7.30656E-1
3.93327E+1	0.00000E+0	7.30717E-1
3.94608E+1	0.00000E+0	7.30717E-1
3.95823E+1	0.00000E+0	7.30656E-1
3.97221E+1	0.00000E+0	7.30717E-1
3.98475E+1	0.00000E+0	7.30656E-1
3.99803E+1	0.00000E+0	7.30656E-1
4.01065E+1	0.00000E+0	7.30656E-1
4.02304E+1	0.00000E+0	7.30656E-1
4.03564E+1	0.00000E+0	7.30656E-1
4.04909E+1	0.00000E+0	7.30656E-1
4.06270E+1	0.00000E+0	7.30656E-1
4.07499E+1	0.00000E+0	7.30656E-1
4.08758E+1	0.00000E+0	7.30595E-1
4.10114E+1	0.00000E+0	7.30595E-1
4.11325E+1	0.00000E+0	7.30595E-1
4.12595E+1	0.00000E+0	7.30595E-1
4.13883E+1	0.00000E+0	7.30595E-1
4.15145E+1	0.00000E+0	7.30595E-1
4.16504E+1	0.00000E+0	7.30595E-1
4.17774E+1	0.00000E+0	7.30595E-1
4.19036E+1	0.00000E+0	7.30595E-1
4.20374E+1	0.00000E+0	7.30595E-1
4.21584E+1	0.00000E+0	7.30534E-1
4.22896E+1	0.00000E+0	7.30534E-1
4.24099E+1	0.00000E+0	7.30534E-1
4.25553E+1	0.00000E+0	7.30534E-1
4.26787E+1	0.00000E+0	7.30534E-1
4.27990E+1	0.00000E+0	7.30534E-1
4.29247E+1	0.00000E+0	7.30534E-1
4.30548E+1	0.00000E+0	7.30534E-1
4.31831E+1	0.00000E+0	7.30534E-1
4.33127E+1	0.00000E+0	7.30534E-1
4.34387E+1	0.00000E+0	7.30534E-1
4.35631E+1	0.00000E+0	7.30534E-1
4.36992E+1	0.00000E+0	7.30473E-1
4.38221E+1	0.00000E+0	7.30473E-1
4.39379E+1	0.00000E+0	7.30473E-1
4.40725E+1	0.00000E+0	7.30473E-1
4.41912E+1	0.00000E+0	7.30473E-1
4.43158E+1	0.00000E+0	7.30473E-1
4.44551E+1	0.00000E+0	7.30473E-1
4.45738E+1	0.00000E+0	7.30473E-1
4.47039E+1	0.00000E+0	7.30412E-1
4.48195E+1	0.00000E+0	7.30412E-1
4.49545E+1	0.00000E+0	7.30412E-1
4.50735E+1	0.00000E+0	7.30412E-1
4.51940E+1	0.00000E+0	7.30350E-1
4.53291E+1	0.00000E+0	7.30350E-1
4.54587E+1	0.00000E+0	7.30350E-1
4.55821E+1	0.00000E+0	7.30350E-1
4.56997E+1	0.00000E+0	7.30350E-1
4.58288E+1	0.00000E+0	7.30350E-1
4.59488E+1	0.00000E+0	7.30350E-1
4.60714E+1	0.00000E+0	7.30350E-1
4.62060E+1	0.00000E+0	7.30289E-1
4.63210E+1	0.00000E+0	7.30350E-1
4.64452E+1	0.00000E+0	7.30289E-1
4.65735E+1	0.00000E+0	7.30289E-1
4.66883E+1	0.00000E+0	7.30289E-1
4.68216E+1	0.00000E+0	7.30289E-1
4.69364E+1	0.00000E+0	7.30289E-1
4.70642E+1	0.00000E+0	7.30289E-1
4.71881E+1	0.00000E+0	7.30289E-1
4.73171E+1	0.00000E+0	7.30228E-1
4.74273E+1	0.00000E+0	7.30228E-1
4.75551E+1	0.00000E+0	7.30228E-1
4.76777E+1	0.00000E+0	7.30228E-1
4.77974E+1	0.00000E+0	7.30228E-1
4.79200E+1	0.00000E+0	7.30228E-1
4.80509E+1	0.00000E+0	7.30228E-1
4.81662E+1	0.00000E+0	7.30228E-1
4.82875E+1	0.00000E+0	7.30228E-1
4.84091E+1	0.00000E+0	7.30228E-1
4.85299E+1	0.00000E+0	7.30167E-1
4.86558E+1	0.00000E+0	7.30167E-1
4.87732E+1	0.00000E+0	7.30167E-1
4.88894E+1	0.00000E+0	7.30167E-1
4.90255E+1	0.00000E+0	7.30167E-1
4.91400E+1	0.00000E+0	7.30167E-1
4.92642E+1	0.00000E+0	7.30167E-1
4.93797E+1	0.00000E+0	7.30167E-1
4.94987E+1	0.00000E+0	7.30167E-1
4.96174E+1	0.00000E+0	7.30167E-1
4.97387E+1	0.00000E+0	7.30167E-1
4.98706E+1	0.00000E+0	7.30167E-1
4.99857E+1	0.00000E+0	7.30106E-1
5.01122E+1	0.00000E+0	7.30106E-1
5.02281E+1	0.00000E+0	7.30106E-1
5.03366E+1	0.00000E+0	7.30106E-1
5.04600E+1	0.00000E+0	7.30106E-1
5.05792E+1	0.00000E+0	7.30106E-1
5.06997E+1	0.00000E+0	7.30106E-1
5.08270E+1	0.00000E+0	7.30106E-1
5.09496E+1	0.00000E+0	7.30106E-1
5.10621E+1	0.00000E+0	7.30106E-1
5.11769E+1	0.00000E+0	7.30106E-1
5.12927E+1	0.00000E+0	7.30045E-1
